t	V	n	m	h
5.34003	-69.5896	0.265926	0.0302968	0.656685
5.35003	-69.5879	0.265859	0.0303027	0.656787
5.36003	-69.5862	0.265792	0.0303087	0.656889
5.37003	-69.5844	0.265725	0.0303147	0.656991
5.38003	-69.5827	0.265658	0.0303207	0.657092
5.39003	-69.5809	0.265592	0.0303268	0.657194
5.40003	-69.5792	0.265525	0.0303329	0.657295
5.41003	-69.5774	0.265459	0.030339	0.657396
5.42003	-69.5757	0.265393	0.0303451	0.657496
5.43003	-69.5739	0.265327	0.0303513	0.657597
5.44003	-69.5722	0.265261	0.0303575	0.657697
5.45003	-69.5704	0.265195	0.0303637	0.657797
5.46003	-69.5686	0.26513	0.0303699	0.657897
5.47003	-69.5668	0.265065	0.0303762	0.657997
5.48003	-69.565	0.265	0.0303824	0.658097
5.49003	-69.5632	0.264935	0.0303887	0.658196
5.50003	-69.5614	0.26487	0.0303951	0.658296
5.51003	-69.5596	0.264805	0.0304014	0.658395
5.52003	-69.5578	0.264741	0.0304078	0.658494
5.53003	-69.556	0.264677	0.0304142	0.658593
5.54003	-69.5542	0.264613	0.0304206	0.658691
5.55003	-69.5524	0.264549	0.030427	0.65879
5.56003	-69.5505	0.264485	0.0304335	0.658888
5.57003	-69.5487	0.264421	0.03044	0.658986
5.58003	-69.5469	0.264358	0.0304465	0.659084
5.59003	-69.545	0.264295	0.030453	0.659181
5.60003	-69.5432	0.264232	0.0304596	0.659279
5.61003	-69.5413	0.264169	0.0304661	0.659376
5.62003	-69.5395	0.264106	0.0304727	0.659473
5.63003	-69.5376	0.264043	0.0304793	0.65957
5.64003	-69.5358	0.263981	0.030486	0.659667
5.65003	-69.5339	0.263919	0.0304926	0.659764
5.66003	-69.532	0.263856	0.0304993	0.65986
5.67003	-69.5302	0.263795	0.030506	0.659957
5.68004	-69.5283	0.263733	0.0305127	0.660053
5.69004	-69.5264	0.263671	0.0305194	0.660149
5.70004	-69.5245	0.26361	0.0305262	0.660244
5.71004	-69.5226	0.263548	0.0305329	0.66034
5.72004	-69.5207	0.263487	0.0305397	0.660435
5.73004	-69.5189	0.263426	0.0305465	0.66053
5.74004	-69.517	0.263366	0.0305533	0.660625
5.75004	-69.5151	0.263305	0.0305602	0.66072
5.76004	-69.5131	0.263244	0.030567	0.660815
5.77004	-69.5112	0.263184	0.0305739	0.660909
5.78004	-69.5093	0.263124	0.0305808	0.661004
5.79004	-69.5074	0.263064	0.0305877	0.661098
5.80004	-69.5055	0.263004	0.0305947	0.661192
5.81004	-69.5036	0.262945	0.0306016	0.661285
5.82004	-69.5016	0.262885	0.0306086	0.661379
5.83004	-69.4997	0.262826	0.0306155	0.661472
5.84004	-69.4978	0.262767	0.0306225	0.661566
5.85004	-69.4959	0.262708	0.0306295	0.661659
5.86004	-69.4939	0.262649	0.0306366	0.661752
5.87004	-69.492	0.26259	0.0306436	0.661844
5.88004	-69.49	0.262532	0.0306507	0.661937
5.89004	-69.4881	0.262473	0.0306578	0.662029
5.90004	-69.4861	0.262415	0.0306648	0.662121
5.91004	-69.4842	0.262357	0.030672	0.662213
5.92004	-69.4822	0.262299	0.0306791	0.662305
5.93004	-69.4803	0.262241	0.0306862	0.662397
5.94004	-69.4783	0.262184	0.0306934	0.662488
5.95004	-69.4764	0.262126	0.0307005	0.662579
5.96004	-69.4744	0.262069	0.0307077	0.66267
5.97004	-69.4724	0.262012	0.0307149	0.662761
5.98004	-69.4705	0.261955	0.0307221	0.662852
5.99004	-69.4685	0.261898	0.0307293	0.662943
6.00004	-69.4665	0.261842	0.0307366	0.663033
6.01004	-69.4645	0.261785	0.0307438	0.663123
6.02004	-69.4626	0.261729	0.0307511	0.663213
6.03004	-69.4606	0.261673	0.0307584	0.663303
6.04004	-69.4586	0.261617	0.0307657	0.663393
6.05004	-69.4566	0.261561	0.030773	0.663483
6.06004	-69.4546	0.261505	0.0307803	0.663572
6.07004	-69.4526	0.26145	0.0307876	0.663661
6.08004	-69.4507	0.261394	0.0307949	0.66375
6.09004	-69.4487	0.261339	0.0308023	0.663839
6.10004	-69.4467	0.261284	0.0308097	0.663927
6.11004	-69.4447	0.261229	0.030817	0.664016
6.12005	-69.4427	0.261174	0.0308244	0.664104
6.13005	-69.4407	0.26112	0.0308318	0.664192
6.14005	-69.4387	0.261065	0.0308392	0.66428
6.15005	-69.4367	0.261011	0.0308467	0.664368
6.16005	-69.4347	0.260957	0.0308541	0.664456
6.17005	-69.4327	0.260903	0.0308615	0.664543
6.18005	-69.4306	0.260849	0.030869	0.664631
6.19005	-69.4286	0.260796	0.0308765	0.664718
6.20005	-69.4266	0.260742	0.0308839	0.664805
6.21005	-69.4246	0.260689	0.0308914	0.664891
6.22005	-69.4226	0.260635	0.0308989	0.664978
6.23005	-69.4206	0.260582	0.0309064	0.665064
6.24005	-69.4186	0.260529	0.030914	0.665151
6.25005	-69.4165	0.260477	0.0309215	0.665237
6.26005	-69.4145	0.260424	0.030929	0.665323
6.27005	-69.4125	0.260372	0.0309366	0.665408
6.28005	-69.4105	0.260319	0.0309441	0.665494
6.29005	-69.4084	0.260267	0.0309517	0.665579
6.30005	-69.4064	0.260215	0.0309593	0.665664
6.31005	-69.4044	0.260163	0.0309669	0.665749
6.32005	-69.4024	0.260112	0.0309745	0.665834
6.33005	-69.4003	0.26006	0.0309821	0.665919
6.34005	-69.3983	0.260009	0.0309897	0.666004
6.35005	-69.3963	0.259957	0.0309973	0.666088
6.36005	-69.3942	0.259906	0.0310049	0.666172
6.37005	-69.3922	0.259855	0.0310126	0.666256
6.38005	-69.3902	0.259804	0.0310202	0.66634
6.39005	-69.3881	0.259754	0.0310279	0.666424
6.40005	-69.3861	0.259703	0.0310355	0.666507
6.41005	-69.3841	0.259653	0.0310432	0.66659
6.42005	-69.382	0.259603	0.0310509	0.666674
6.43005	-69.38	0.259552	0.0310585	0.666757
6.44005	-69.3779	0.259503	0.0310662	0.666839
6.45005	-69.3759	0.259453	0.0310739	0.666922
6.46005	-69.3739	0.259403	0.0310816	0.667005
6.47005	-69.3718	0.259354	0.0310893	0.667087
6.48005	-69.3698	0.259304	0.0310971	0.667169
6.49005	-69.3677	0.259255	0.0311048	0.667251
6.50005	-69.3657	0.259206	0.0311125	0.667333
6.51005	-69.3636	0.259157	0.0311203	0.667415
6.52005	-69.3616	0.259108	0.031128	0.667496
6.53005	-69.3595	0.25906	0.0311358	0.667577
6.54005	-69.3575	0.259011	0.0311435	0.667658
6.55006	-69.3555	0.258963	0.0311513	0.667739
6.56006	-69.3534	0.258915	0.031159	0.66782
6.57006	-69.3514	0.258867	0.0311668	0.667901
6.58006	-69.3493	0.258819	0.0311746	0.667981
6.59006	-69.3473	0.258771	0.0311824	0.668062
6.60006	-69.3452	0.258723	0.0311902	0.668142
6.61006	-69.3432	0.258676	0.0311979	0.668222
6.62006	-69.3411	0.258628	0.0312057	0.668302
6.63006	-69.3391	0.258581	0.0312136	0.668381
6.64006	-69.337	0.258534	0.0312214	0.668461
6.65006	-69.335	0.258487	0.0312292	0.66854
6.66006	-69.3329	0.25844	0.031237	0.668619
6.67006	-69.3308	0.258394	0.0312448	0.668698
6.68006	-69.3288	0.258347	0.0312527	0.668777
6.69006	-69.3267	0.258301	0.0312605	0.668856
6.70006	-69.3247	0.258255	0.0312683	0.668934
6.71006	-69.3226	0.258209	0.0312762	0.669013
6.72006	-69.3206	0.258163	0.031284	0.669091
6.73006	-69.3185	0.258117	0.0312919	0.669169
6.74006	-69.3165	0.258071	0.0312997	0.669247
6.75006	-69.3144	0.258026	0.0313076	0.669324
6.76006	-69.3124	0.25798	0.0313155	0.669402
6.77006	-69.3103	0.257935	0.0313233	0.669479
6.78006	-69.3083	0.25789	0.0313312	0.669556
6.79006	-69.3062	0.257845	0.0313391	0.669634
6.80006	-69.3042	0.2578	0.0313469	0.66971
6.81006	-69.3021	0.257755	0.0313548	0.669787
6.82006	-69.3001	0.257711	0.0313627	0.669864
6.83006	-69.298	0.257666	0.0313706	0.66994
6.84006	-69.296	0.257622	0.0313785	0.670016
6.85006	-69.2939	0.257578	0.0313864	0.670092
6.86006	-69.2919	0.257534	0.0313943	0.670168
6.87006	-69.2898	0.25749	0.0314022	0.670244
6.88006	-69.2878	0.257446	0.0314101	0.67032
6.89006	-69.2857	0.257403	0.031418	0.670395
6.90006	-69.2837	0.257359	0.0314259	0.67047
6.91006	-69.2816	0.257316	0.0314338	0.670545
6.92006	-69.2796	0.257273	0.0314417	0.67062
6.93006	-69.2775	0.257229	0.0314496	0.670695
6.94006	-69.2755	0.257186	0.0314575	0.67077
6.95006	-69.2735	0.257144	0.0314654	0.670844
6.96006	-69.2714	0.257101	0.0314733	0.670918
6.97006	-69.2694	0.257058	0.0314812	0.670993
6.98006	-69.2673	0.257016	0.0314891	0.671067
6.99007	-69.2653	0.256974	0.031497	0.67114
7.00007	-69.2632	0.256932	0.031505	0.671214
7.01007	-69.2612	0.25689	0.0315129	0.671288
7.02007	-69.2592	0.256848	0.0315208	0.671361
7.03007	-69.2571	0.256806	0.0315287	0.671434
7.04007	-69.2551	0.256764	0.0315366	0.671507
7.05007	-69.253	0.256723	0.0315445	0.67158
7.06007	-69.251	0.256681	0.0315525	0.671653
7.07007	-69.249	0.25664	0.0315604	0.671725
7.08007	-69.2469	0.256599	0.0315683	0.671798
7.09007	-69.2449	0.256558	0.0315762	0.67187
7.10007	-69.2429	0.256517	0.0315841	0.671942
7.11007	-69.2408	0.256477	0.0315921	0.672014
7.12007	-69.2388	0.256436	0.0316	0.672086
7.13007	-69.2368	0.256395	0.0316079	0.672158
7.14007	-69.2347	0.256355	0.0316158	0.672229
7.15007	-69.2327	0.256315	0.0316238	0.6723
7.16007	-69.2307	0.256275	0.0316317	0.672372
7.17007	-69.2286	0.256235	0.0316396	0.672442
7.18007	-69.2266	0.256195	0.0316475	0.672513
7.19007	-69.2246	0.256155	0.0316554	0.672584
7.20007	-69.2226	0.256116	0.0316634	0.672655
7.21007	-69.2205	0.256076	0.0316713	0.672725
7.22007	-69.2185	0.256037	0.0316792	0.672795
7.23007	-69.2165	0.255998	0.0316871	0.672865
7.24007	-69.2145	0.255959	0.031695	0.672935
7.25007	-69.2125	0.25592	0.031703	0.673005
7.26007	-69.2104	0.255881	0.0317109	0.673075
7.27007	-69.2084	0.255842	0.0317188	0.673144
7.28007	-69.2064	0.255804	0.0317267	0.673214
7.29007	-69.2044	0.255765	0.0317346	0.673283
7.30007	-69.2024	0.255727	0.0317425	0.673352
7.31007	-69.2004	0.255689	0.0317504	0.673421
7.32007	-69.1983	0.255651	0.0317583	0.673489
7.33007	-69.1963	0.255613	0.0317662	0.673558
7.34007	-69.1943	0.255575	0.0317741	0.673626
7.35007	-69.1923	0.255537	0.031782	0.673695
7.36007	-69.1903	0.2555	0.0317899	0.673763
7.37007	-69.1883	0.255462	0.0317978	0.673831
7.38007	-69.1863	0.255425	0.0318057	0.673899
7.39007	-69.1843	0.255388	0.0318136	0.673966
7.40007	-69.1823	0.255351	0.0318215	0.674034
7.41007	-69.1803	0.255314	0.0318294	0.674101
7.42007	-69.1783	0.255277	0.0318373	0.674168
7.43008	-69.1763	0.25524	0.0318452	0.674235
7.44008	-69.1743	0.255203	0.0318531	0.674302
7.45008	-69.1723	0.255167	0.031861	0.674369
7.46008	-69.1703	0.25513	0.0318688	0.674436
7.47008	-69.1683	0.255094	0.0318767	0.674502
7.48008	-69.1663	0.255058	0.0318846	0.674568
7.49008	-69.1643	0.255022	0.0318925	0.674635
7.50008	-69.1624	0.254986	0.0319003	0.674701
7.51008	-69.1604	0.25495	0.0319082	0.674767
7.52008	-69.1584	0.254915	0.0319161	0.674832
7.53008	-69.1564	0.254879	0.0319239	0.674898
7.54008	-69.1544	0.254844	0.0319318	0.674963
7.55008	-69.1524	0.254808	0.0319396	0.675029
7.56008	-69.1505	0.254773	0.0319475	0.675094
7.57008	-69.1485	0.254738	0.0319553	0.675159
7.58008	-69.1465	0.254703	0.0319632	0.675224
7.59008	-69.1445	0.254668	0.031971	0.675288
7.60008	-69.1426	0.254634	0.0319788	0.675353
7.61008	-69.1406	0.254599	0.0319867	0.675417
7.62008	-69.1386	0.254565	0.0319945	0.675482
7.63008	-69.1367	0.25453	0.0320023	0.675546
7.64008	-69.1347	0.254496	0.0320102	0.67561
7.65008	-69.1327	0.254462	0.032018	0.675674
7.66008	-69.1308	0.254428	0.0320258	0.675737
7.67008	-69.1288	0.254394	0.0320336	0.675801
7.68008	-69.1269	0.25436	0.0320414	0.675864
7.69008	-69.1249	0.254326	0.0320492	0.675928
7.70008	-69.1229	0.254293	0.032057	0.675991
7.71008	-69.121	0.254259	0.0320648	0.676054
7.72008	-69.119	0.254226	0.0320726	0.676117
7.73008	-69.1171	0.254193	0.0320804	0.676179
7.74008	-69.1151	0.25416	0.0320882	0.676242
7.75008	-69.1132	0.254127	0.0320959	0.676304
7.76008	-69.1113	0.254094	0.0321037	0.676367
7.77008	-69.1093	0.254061	0.0321115	0.676429
7.78008	-69.1074	0.254028	0.0321193	0.676491
7.79008	-69.1054	0.253996	0.032127	0.676553
7.80008	-69.1035	0.253963	0.0321348	0.676615
7.81008	-69.1016	0.253931	0.0321425	0.676676
7.82008	-69.0996	0.253899	0.0321503	0.676738
7.83008	-69.0977	0.253867	0.032158	0.676799
7.84008	-69.0958	0.253835	0.0321657	0.67686
7.85008	-69.0938	0.253803	0.0321735	0.676921
7.86009	-69.0919	0.253771	0.0321812	0.676982
7.87009	-69.09	0.253739	0.0321889	0.677043
7.88009	-69.0881	0.253708	0.0321966	0.677103
7.89009	-69.0861	0.253676	0.0322044	0.677164
7.90009	-69.0842	0.253645	0.0322121	0.677224
7.91009	-69.0823	0.253614	0.0322198	0.677284
7.92009	-69.0804	0.253582	0.0322275	0.677344
7.93009	-69.0785	0.253551	0.0322352	0.677404
7.94009	-69.0766	0.25352	0.0322428	0.677464
7.95009	-69.0747	0.25349	0.0322505	0.677524
7.96009	-69.0728	0.253459	0.0322582	0.677583
7.97009	-69.0709	0.253428	0.0322659	0.677643
7.98009	-69.069	0.253398	0.0322735	0.677702
7.99009	-69.0671	0.253367	0.0322812	0.677761
8.00009	-69.0652	0.253337	0.0322888	0.67782
8.01009	-69.0633	0.253307	0.0322965	0.677879
8.02009	-69.0614	0.253277	0.0323041	0.677938
8.03009	-69.0595	0.253247	0.0323118	0.677996
8.04009	-69.0576	0.253217	0.0323194	0.678054
8.05009	-69.0557	0.253187	0.032327	0.678113
8.06009	-69.0538	0.253158	0.0323346	0.678171
8.07009	-69.0519	0.253128	0.0323422	0.678229
8.08009	-69.0501	0.253099	0.0323499	0.678287
8.09009	-69.0482	0.253069	0.0323575	0.678345
8.10009	-69.0463	0.25304	0.032365	0.678402
8.11009	-69.0444	0.253011	0.0323726	0.67846
8.12009	-69.0426	0.252982	0.0323802	0.678517
8.13009	-69.0407	0.252953	0.0323878	0.678574
8.14009	-69.0388	0.252924	0.0323954	0.678631
8.15009	-69.037	0.252895	0.0324029	0.678688
8.16009	-69.0351	0.252867	0.0324105	0.678745
8.17009	-69.0332	0.252838	0.032418	0.678802
8.18009	-69.0314	0.25281	0.0324256	0.678858
8.19009	-69.0295	0.252782	0.0324331	0.678915
8.20009	-69.0277	0.252753	0.0324406	0.678971
8.21009	-69.0258	0.252725	0.0324482	0.679027
8.22009	-69.024	0.252697	0.0324557	0.679083
8.23009	-69.0221	0.252669	0.0324632	0.679139
8.24009	-69.0203	0.252641	0.0324707	0.679195
8.25009	-69.0184	0.252614	0.0324782	0.679251
8.26009	-69.0166	0.252586	0.0324857	0.679306
8.27009	-69.0148	0.252559	0.0324932	0.679361
8.28009	-69.0129	0.252531	0.0325006	0.679417
8.29009	-69.0111	0.252504	0.0325081	0.679472
8.30009	-69.0093	0.252477	0.0325156	0.679527
8.31009	-69.0074	0.25245	0.032523	0.679582
8.3201	-69.0056	0.252422	0.0325305	0.679636
8.3301	-69.0038	0.252396	0.0325379	0.679691
8.3401	-69.002	0.252369	0.0325453	0.679745
8.3501	-69.0001	0.252342	0.0325528	0.6798
8.3601	-68.9983	0.252315	0.0325602	0.679854
8.3701	-68.9965	0.252289	0.0325676	0.679908
8.3801	-68.9947	0.252262	0.032575	0.679962
8.3901	-68.9929	0.252236	0.0325824	0.680016
8.4001	-68.9911	0.25221	0.0325898	0.68007
8.4101	-68.9893	0.252184	0.0325972	0.680123
8.4201	-68.9875	0.252158	0.0326045	0.680177
8.4301	-68.9857	0.252132	0.0326119	0.68023
8.4401	-68.9839	0.252106	0.0326193	0.680283
8.4501	-68.9821	0.25208	0.0326266	0.680336
8.4601	-68.9803	0.252054	0.0326339	0.680389
8.4701	-68.9785	0.252029	0.0326413	0.680442
8.4801	-68.9767	0.252003	0.0326486	0.680495
8.4901	-68.9749	0.251978	0.0326559	0.680547
8.5001	-68.9732	0.251953	0.0326632	0.6806
8.5101	-68.9714	0.251927	0.0326705	0.680652
8.5201	-68.9696	0.251902	0.0326778	0.680704
8.5301	-68.9678	0.251877	0.0326851	0.680757
8.5401	-68.966	0.251852	0.0326924	0.680809
8.5501	-68.9643	0.251827	0.0326997	0.68086
8.5601	-68.9625	0.251803	0.032707	0.680912
8.5701	-68.9607	0.251778	0.0327142	0.680964
8.5801	-68.959	0.251754	0.0327215	0.681015
8.5901	-68.9572	0.251729	0.0327287	0.681067
8.6001	-68.9555	0.251705	0.0327359	0.681118
8.6101	-68.9537	0.25168	0.0327432	0.681169
8.6201	-68.952	0.251656	0.0327504	0.68122
8.6301	-68.9502	0.251632	0.0327576	0.681271
8.6401	-68.9485	0.251608	0.0327648	0.681322
8.6501	-68.9467	0.251584	0.032772	0.681372
8.6601	-68.945	0.25156	0.0327792	0.681423
8.6701	-68.9432	0.251537	0.0327864	0.681473
8.6801	-68.9415	0.251513	0.0327935	0.681523
8.6901	-68.9398	0.251489	0.0328007	0.681573
8.7001	-68.938	0.251466	0.0328078	0.681623
8.7101	-68.9363	0.251442	0.032815	0.681673
8.7201	-68.9346	0.251419	0.0328221	0.681723
8.7301	-68.9329	0.251396	0.0328292	0.681773
8.7401	-68.9311	0.251373	0.0328363	0.681822
8.7501	-68.9294	0.25135	0.0328435	0.681872
8.76011	-68.9277	0.251327	0.0328506	0.681921
8.77011	-68.926	0.251304	0.0328576	0.68197
8.78011	-68.9243	0.251281	0.0328647	0.682019
8.79011	-68.9226	0.251258	0.0328718	0.682068
8.80011	-68.9209	0.251236	0.0328789	0.682117
8.81011	-68.9192	0.251213	0.0328859	0.682166
8.82011	-68.9174	0.251191	0.032893	0.682214
8.83011	-68.9157	0.251169	0.0329	0.682263
8.84011	-68.9141	0.251146	0.0329071	0.682311
8.85011	-68.9124	0.251124	0.0329141	0.682359
8.86011	-68.9107	0.251102	0.0329211	0.682408
8.87011	-68.909	0.25108	0.0329281	0.682456
8.88011	-68.9073	0.251058	0.0329351	0.682504
8.89011	-68.9056	0.251036	0.0329421	0.682551
8.90011	-68.9039	0.251015	0.0329491	0.682599
8.91011	-68.9023	0.250993	0.032956	0.682647
8.92011	-68.9006	0.250971	0.032963	0.682694
8.93011	-68.8989	0.25095	0.0329699	0.682741
8.94011	-68.8972	0.250928	0.0329769	0.682789
8.95011	-68.8956	0.250907	0.0329838	0.682836
8.96011	-68.8939	0.250886	0.0329907	0.682883
8.97011	-68.8923	0.250865	0.0329977	0.68293
8.98011	-68.8906	0.250844	0.0330046	0.682976
8.99011	-68.8889	0.250823	0.0330115	0.683023
9.00011	-68.8873	0.250802	0.0330184	0.68307
9.01011	-68.8856	0.250781	0.0330252	0.683116
9.02011	-68.884	0.25076	0.0330321	0.683162
9.03011	-68.8823	0.25074	0.033039	0.683209
9.04011	-68.8807	0.250719	0.0330458	0.683255
9.05011	-68.8791	0.250698	0.0330526	0.683301
9.06011	-68.8774	0.250678	0.0330595	0.683346
9.07011	-68.8758	0.250658	0.0330663	0.683392
9.08011	-68.8742	0.250637	0.0330731	0.683438
9.09011	-68.8725	0.250617	0.0330799	0.683483
9.10011	-68.8709	0.250597	0.0330867	0.683529
9.11011	-68.8693	0.250577	0.0330935	0.683574
9.12011	-68.8677	0.250557	0.0331003	0.683619
9.13011	-68.866	0.250537	0.033107	0.683664
9.14011	-68.8644	0.250518	0.0331138	0.683709
9.15011	-68.8628	0.250498	0.0331205	0.683754
9.16011	-68.8612	0.250478	0.0331273	0.683799
9.17011	-68.8596	0.250459	0.033134	0.683844
9.18011	-68.858	0.250439	0.0331407	0.683888
9.19011	-68.8564	0.25042	0.0331474	0.683933
9.20012	-68.8548	0.250401	0.0331541	0.683977
9.21012	-68.8532	0.250381	0.0331608	0.684021
9.22012	-68.8516	0.250362	0.0331675	0.684065
9.23012	-68.85	0.250343	0.0331742	0.684109
9.24012	-68.8484	0.250324	0.0331808	0.684153
9.25012	-68.8468	0.250305	0.0331875	0.684197
9.26012	-68.8453	0.250286	0.0331941	0.684241
9.27012	-68.8437	0.250268	0.0332008	0.684284
9.28012	-68.8421	0.250249	0.0332074	0.684328
9.29012	-68.8405	0.25023	0.033214	0.684371
9.30012	-68.839	0.250212	0.0332206	0.684414
9.31012	-68.8374	0.250193	0.0332272	0.684458
9.32012	-68.8358	0.250175	0.0332338	0.684501
9.33012	-68.8343	0.250157	0.0332403	0.684544
9.34012	-68.8327	0.250138	0.0332469	0.684586
9.35012	-68.8311	0.25012	0.0332535	0.684629
9.36012	-68.8296	0.250102	0.03326	0.684672
9.37012	-68.828	0.250084	0.0332665	0.684714
9.38012	-68.8265	0.250066	0.0332731	0.684757
9.39012	-68.8249	0.250048	0.0332796	0.684799
9.40012	-68.8234	0.25003	0.0332861	0.684841
9.41012	-68.8219	0.250013	0.0332926	0.684883
9.42012	-68.8203	0.249995	0.0332991	0.684925
9.43012	-68.8188	0.249977	0.0333055	0.684967
9.44012	-68.8173	0.24996	0.033312	0.685009
9.45012	-68.8157	0.249942	0.0333184	0.685051
9.46012	-68.8142	0.249925	0.0333249	0.685092
9.47012	-68.8127	0.249908	0.0333313	0.685134
9.48012	-68.8112	0.249891	0.0333377	0.685175
9.49012	-68.8096	0.249873	0.0333442	0.685216
9.50012	-68.8081	0.249856	0.0333506	0.685258
9.51012	-68.8066	0.249839	0.033357	0.685299
9.52012	-68.8051	0.249822	0.0333633	0.68534
9.53012	-68.8036	0.249806	0.0333697	0.685381
9.54012	-68.8021	0.249789	0.0333761	0.685421
9.55012	-68.8006	0.249772	0.0333824	0.685462
9.56012	-68.7991	0.249755	0.0333888	0.685503
9.57012	-68.7976	0.249739	0.0333951	0.685543
9.58012	-68.7961	0.249722	0.0334014	0.685583
9.59012	-68.7946	0.249706	0.0334077	0.685624
9.60012	-68.7931	0.24969	0.0334141	0.685664
9.61012	-68.7916	0.249673	0.0334203	0.685704
9.62012	-68.7902	0.249657	0.0334266	0.685744
9.63013	-68.7887	0.249641	0.0334329	0.685784
9.64013	-68.7872	0.249625	0.0334392	0.685824
9.65013	-68.7857	0.249609	0.0334454	0.685863
9.66013	-68.7842	0.249593	0.0334516	0.685903
9.67013	-68.7828	0.249577	0.0334579	0.685942
9.68013	-68.7813	0.249561	0.0334641	0.685982
9.69013	-68.7799	0.249545	0.0334703	0.686021
9.70013	-68.7784	0.24953	0.0334765	0.68606
9.71013	-68.7769	0.249514	0.0334827	0.686099
9.72013	-68.7755	0.249498	0.0334889	0.686138
9.73013	-68.774	0.249483	0.033495	0.686177
9.74013	-68.7726	0.249467	0.0335012	0.686216
9.75013	-68.7711	0.249452	0.0335074	0.686255
9.76013	-68.7697	0.249437	0.0335135	0.686293
9.77013	-68.7682	0.249422	0.0335196	0.686332
9.78013	-68.7668	0.249406	0.0335257	0.68637
9.79013	-68.7654	0.249391	0.0335319	0.686408
9.80013	-68.7639	0.249376	0.033538	0.686447
9.81013	-68.7625	0.249361	0.033544	0.686485
9.82013	-68.7611	0.249347	0.0335501	0.686523
9.83013	-68.7597	0.249332	0.0335562	0.686561
9.84013	-68.7582	0.249317	0.0335622	0.686599
9.85013	-68.7568	0.249302	0.0335683	0.686636
9.86013	-68.7554	0.249288	0.0335743	0.686674
9.87013	-68.754	0.249273	0.0335803	0.686711
9.88013	-68.7526	0.249259	0.0335864	0.686749
9.89013	-68.7512	0.249244	0.0335924	0.686786
9.90013	-68.7498	0.24923	0.0335984	0.686824
9.91013	-68.7484	0.249215	0.0336043	0.686861
9.92013	-68.747	0.249201	0.0336103	0.686898
9.93013	-68.7456	0.249187	0.0336163	0.686935
9.94013	-68.7442	0.249173	0.0336222	0.686972
9.95013	-68.7428	0.249159	0.0336282	0.687009
9.96013	-68.7414	0.249145	0.0336341	0.687045
9.97013	-68.74	0.249131	0.03364	0.687082
9.98013	-68.7387	0.249117	0.0336459	0.687119
9.99013	-68.7373	0.249103	0.0336518	0.687155
10.0001	-68.6359	0.249089	0.0336577	0.687191
10.0101	-68.535	0.249078	0.0336846	0.687224
10.0201	-68.4344	0.24907	0.0337315	0.687253
10.0301	-68.3344	0.249064	0.0337972	0.687279
10.0401	-68.2347	0.24906	0.0338808	0.687301
10.0501	-68.1355	0.24906	0.0339814	0.687319
10.0601	-68.0367	0.249062	0.0340981	0.687334
10.0701	-67.9383	0.249066	0.03423	0.687345
10.0801	-67.8403	0.249073	0.0343766	0.687352
10.0901	-67.7427	0.249082	0.0345369	0.687356
10.1001	-67.6456	0.249095	0.0347105	0.687357
10.1101	-67.5488	0.249109	0.0348966	0.687353
10.1201	-67.4524	0.249126	0.0350947	0.687347
10.1301	-67.3565	0.249146	0.0353042	0.687336
10.1401	-67.2609	0.249168	0.0355247	0.687322
10.1501	-67.1657	0.249193	0.0357556	0.687305
10.1601	-67.0709	0.24922	0.0359965	0.687284
10.1701	-66.9765	0.24925	0.036247	0.687259
10.1801	-66.8825	0.249283	0.0365067	0.687231
10.1901	-66.7889	0.249317	0.0367752	0.6872
10.2001	-66.6956	0.249355	0.0370522	0.687164
10.2101	-66.6028	0.249395	0.0373373	0.687126
10.2201	-66.5103	0.249437	0.0376302	0.687083
10.2301	-66.4181	0.249482	0.0379306	0.687037
10.2401	-66.3264	0.249529	0.0382383	0.686988
10.2501	-66.235	0.249579	0.038553	0.686935
10.2601	-66.144	0.249631	0.0388744	0.686879
10.2701	-66.0533	0.249686	0.0392023	0.686819
10.2801	-65.963	0.249743	0.0395366	0.686755
10.2901	-65.873	0.249802	0.039877	0.686688
10.3001	-65.7834	0.249864	0.0402232	0.686618
10.3101	-65.6942	0.249929	0.0405752	0.686544
10.3201	-65.6053	0.249995	0.0409328	0.686466
10.3301	-65.5167	0.250065	0.0412957	0.686385
10.3401	-65.4285	0.250136	0.0416639	0.686301
10.3501	-65.3406	0.25021	0.0420372	0.686212
10.3601	-65.2531	0.250287	0.0424155	0.686121
10.3701	-65.1659	0.250365	0.0427986	0.686026
10.3801	-65.0791	0.250447	0.0431864	0.685927
